index,age,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,impulsive,ss,gender,cannabis
461,1.09449,-1.22751,0.96082,-0.31685,1.02119,-0.94779,-0.58331,1.45039,-1.25773,-0.21712,0.40148,1,0
462,-0.95197,0.45468,0.96082,-0.31685,0.31287,-0.80615,1.06238,0.76096,0.93949,0.19268,-0.21575,0,1
463,-0.95197,1.16365,0.96082,-0.31685,1.37297,-1.09207,-0.01928,-0.45321,-0.40581,1.29221,0.7654,0,1
464,-0.95197,0.45468,0.96082,-0.50212,0.31287,0.63779,1.06238,1.11406,-0.27607,-0.71126,0.7654,0,1
465,1.09449,0.45468,0.96082,-0.31685,0.22393,0.00332,1.24033,-0.01729,1.46191,-0.21712,-0.21575,1,0
466,0.49788,0.45468,0.96082,-0.31685,-0.05188,0.16767,-0.71727,-0.30172,0.12331,-1.37983,-1.18084,1,0
467,-0.07854,0.45468,0.96082,-0.31685,-1.1943,1.74091,1.43533,0.76096,-0.00665,0.88113,1.2247,1,1
468,1.09449,-1.7379,-0.57009,-0.31685,2.82196,-1.6334,-1.42424,1.61108,-2.04506,-0.21712,0.07987,0,0
469,-0.95197,0.45468,0.96082,-0.31685,0.13606,0.80523,0.29338,-0.15487,0.7583,-0.71126,-0.84637,0,0
470,-0.95197,1.16365,0.96082,-0.22166,-0.92104,2.57309,1.06238,1.11406,2.33337,-0.21712,0.40148,1,1
471,-0.95197,-2.43591,0.96082,-0.31685,0.31287,0.00332,-0.17779,1.2861,-0.00665,0.19268,-0.21575,0,1
472,0.49788,-0.61113,-0.57009,-0.31685,1.37297,0.00332,-0.45174,-0.76096,-0.52745,0.88113,-0.21575,0,1
473,1.82213,0.45468,0.96082,0.126,-0.24649,0.96248,0.14143,-0.15487,0.41594,-1.37983,-2.07848,0,0
474,1.09449,0.45468,-0.57009,-0.31685,-1.1943,0.96248,-0.45174,0.76096,0.93949,-0.71126,-0.84637,0,1
475,0.49788,0.45468,0.96082,-0.31685,1.72012,-0.94779,0.58331,-1.772,-0.40581,0.19268,-0.84637,1,1
476,0.49788,-0.05921,0.96082,-0.31685,1.49158,-0.69509,-0.71727,-1.21213,-1.25773,1.29221,0.7654,0,1
477,-0.07854,0.45468,0.96082,-0.31685,0.41667,0.80523,-0.31776,0.94156,0.58489,-0.21712,0.07987,0,1
478,-0.07854,1.16365,-0.09765,-0.31685,0.41667,-0.43999,1.43533,1.45039,0.25953,0.19268,0.40148,0,1
479,-0.95197,-0.61113,-0.57009,-0.31685,1.13281,-0.80615,-0.17779,-1.34289,-0.65253,-1.37983,-0.84637,1,1
480,0.49788,0.45468,-0.09765,-0.31685,1.02119,0.16767,0.29338,-0.15487,0.58489,0.19268,0.40148,0,1
481,0.49788,-0.61113,0.96082,-0.31685,-0.67825,-0.15487,0.29338,0.13136,1.63088,-0.71126,-0.21575,1,1
482,-0.07854,0.45468,0.96082,-0.31685,1.23461,0.47617,1.43533,0.28783,0.93949,0.19268,-0.84637,0,1
483,0.49788,-1.7379,0.96082,-0.31685,-0.58016,0.96248,-0.58331,0.76096,-0.27607,-1.37983,-1.18084,0,1
484,1.09449,-1.7379,0.96082,-0.31685,-0.46725,0.32197,-1.55521,1.11406,-0.78155,-1.37983,-0.84637,0,1
485,-0.07854,-1.22751,-0.28519,-0.31685,1.49158,-1.6334,1.06238,-0.76096,-1.38502,-0.71126,-1.18084,1,1
486,0.49788,-1.22751,-0.57009,-0.31685,1.8399,-1.7625,1.24033,-1.07533,0.25953,0.19268,-0.52593,0,1
487,-0.07854,-1.7379,0.96082,-0.31685,0.41667,-1.37639,0.14143,0.76096,-0.40581,-0.21712,1.2247,1,1
488,-0.95197,-2.43591,0.96082,-0.31685,1.98437,-1.37639,0.29338,-1.92595,-1.64101,-0.21712,0.07987,1,1
489,-0.95197,-0.61113,0.96082,-0.31685,-1.05308,1.11406,0.88309,-1.34289,-1.38502,-0.71126,1.2247,1,1
490,1.09449,-0.05921,0.96082,-0.31685,0.62967,0.80523,0.44585,-0.30172,-0.78155,1.29221,1.92173,0,1
491,-0.95197,-1.22751,0.96082,-0.31685,-0.92104,0.47617,0.44585,0.59042,-0.00665,0.19268,0.40148,1,1
492,-0.95197,-0.05921,0.96082,-0.31685,0.52135,-0.57545,0.88309,-0.01729,0.25953,0.88113,0.7654,1,1
493,-0.95197,-0.61113,0.96082,-0.31685,0.73545,-1.6334,0.88309,-1.21213,-1.64101,-1.37983,-0.52593,1,1
494,-0.95197,-0.05921,-0.28519,0.1144,-1.1943,-0.43999,0.44585,0.59042,0.12331,-1.37983,-0.21575,1,1
495,1.82213,-0.61113,-0.57009,-0.31685,-0.79151,0.16767,0.58331,0.59042,0.93949,-1.37983,-0.52593,1,1
496,-0.07854,1.16365,0.96082,-0.31685,0.04257,1.2861,2.90161,-0.60633,-0.00665,-0.71126,0.07987,1,1
497,-0.07854,-1.7379,-0.28519,-0.31685,-0.05188,-0.57545,0.88309,0.43852,-0.78155,-0.21712,0.07987,1,1
498,1.82213,-0.61113,0.96082,-0.31685,1.37297,-0.69509,1.43533,-0.15487,-1.92173,0.88113,1.2247,0,1
499,0.49788,-0.05921,0.21128,-0.31685,0.04257,0.47617,-0.84732,-0.76096,1.13407,0.52975,0.7654,0,1
500,-0.07854,-0.05921,0.96082,-0.31685,-0.58016,-0.15487,-1.42424,-0.01729,-0.40581,0.88113,-2.07848,0,1
501,-0.95197,-0.61113,-0.57009,-0.31685,-1.55078,0.63779,-0.31776,-0.60633,-0.27607,0.52975,0.7654,1,1
502,1.82213,-0.05921,0.24923,-0.31685,0.04257,-0.30033,-0.31776,-0.76096,0.58489,1.29221,0.7654,0,1
503,0.49788,-1.7379,0.96082,-0.31685,-0.05188,0.00332,-0.31776,-0.01729,0.41594,-1.37983,-1.18084,1,1
504,1.09449,-0.05921,-0.28519,-0.31685,0.41667,0.47617,0.29338,-1.07533,-1.13788,0.88113,0.07987,1,1
505,0.49788,0.45468,0.96082,-0.31685,-0.46725,0.63779,0.88309,-0.76096,0.58489,0.19268,0.07987,1,1
506,-0.07854,0.45468,0.96082,-0.31685,0.13606,-0.30033,-0.97631,-1.34289,-0.00665,0.19268,-0.52593,1,1
507,0.49788,-1.7379,0.96082,-0.31685,1.49158,-1.09207,-1.11902,-1.772,-0.78155,-0.71126,0.07987,1,1
508,0.49788,1.16365,-0.28519,-0.31685,-1.05308,1.11406,-0.31776,0.28783,0.12331,-1.37983,-0.52593,0,0
509,0.49788,0.45468,0.96082,-0.31685,0.04257,0.96248,-0.58331,-0.30172,-0.40581,0.52975,-0.21575,1,1
510,1.09449,1.16365,0.96082,-0.31685,0.41667,0.47617,-0.17779,-0.15487,0.25953,-0.21712,-1.18084,0,1
511,-0.95197,-0.61113,0.96082,-0.31685,0.41667,0.47617,0.58331,0.13136,-1.0145,1.86203,0.40148,1,1
512,1.82213,-1.7379,-0.57009,-0.31685,-0.14882,-0.30033,-0.17779,0.76096,0.41594,-0.21712,-0.21575,1,1
513,0.49788,-1.7379,0.96082,-0.31685,0.91093,-0.30033,-1.55521,-0.45321,-0.27607,-0.21712,-0.21575,1,0
514,-0.95197,-1.43719,-0.57009,-0.31685,-1.43907,1.93886,0.44585,0.13136,0.25953,0.88113,1.92173,0,1
515,0.49788,-1.7379,0.96082,-0.31685,-0.14882,0.16767,-0.71727,-1.6209,0.25953,-0.21712,-0.52593,0,1
516,-0.07854,1.16365,0.96082,-0.31685,0.31287,-0.15487,0.29338,-0.45321,0.93949,-0.71126,-0.21575,0,1
517,-0.07854,-0.05921,-0.28519,-0.31685,0.52135,-0.57545,0.14143,-0.15487,-0.78155,0.52975,1.2247,1,1
518,-0.07854,1.16365,0.96082,-0.31685,-0.14882,0.32197,-1.27553,1.11406,1.81175,0.52975,1.2247,1,1
519,0.49788,0.45468,0.96082,-0.31685,0.22393,-0.30033,-0.97631,-0.76096,0.93949,-1.37983,-2.07848,0,1
520,1.09449,-1.7379,-0.09765,-0.31685,0.62967,-0.30033,-0.84732,-0.45321,0.12331,-0.71126,-1.18084,0,1
521,-0.95197,-0.61113,-0.57009,-0.31685,0.04257,0.32197,-0.01928,-1.34289,-0.14277,0.52975,0.07987,1,1
522,-0.95197,-0.61113,0.96082,-0.31685,-0.24649,0.47617,-0.17779,-0.76096,-1.25773,0.19268,0.07987,1,1
523,0.49788,-2.43591,0.96082,-0.31685,0.13606,-0.80615,-1.82919,0.13136,0.41594,-1.37983,-2.07848,0,1
524,1.09449,0.45468,-0.09765,-0.31685,-0.67825,0.63779,1.06238,2.03972,2.63199,0.19268,0.07987,0,1
525,1.82213,-1.22751,0.96082,-0.31685,-1.86962,0.47617,-1.11902,-0.01729,0.41594,-0.71126,-0.52593,1,0
526,-0.95197,-0.05921,0.96082,-0.31685,0.91093,-1.37639,-0.31776,-1.92595,-1.38502,0.88113,0.07987,1,1
527,0.49788,1.98437,0.96082,-0.31685,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,1,1
528,-0.07854,-0.05921,0.96082,-0.31685,0.73545,1.11406,-0.01928,-0.01729,-0.00665,-0.21712,1.2247,0,1
529,1.82213,0.45468,0.96082,-0.31685,0.91093,0.00332,0.58331,-1.92595,0.58489,-0.21712,-1.18084,1,0
530,1.09449,0.45468,0.96082,-0.31685,1.02119,-1.50796,-0.71727,0.28783,-0.89891,-0.21712,0.7654,1,1
531,-0.95197,0.45468,0.96082,-0.31685,-0.24649,0.16767,-0.71727,1.61108,1.13407,0.19268,-1.18084,0,0
532,-0.07854,1.16365,0.96082,-0.31685,-0.34799,-0.15487,-0.71727,-1.6209,-0.65253,0.52975,0.07987,1,0
533,0.49788,1.16365,0.96082,-0.31685,-1.86962,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,0,0
534,-0.07854,0.45468,-0.57009,-0.31685,0.91093,0.00332,0.88309,-2.07848,-0.52745,0.19268,-0.21575,0,1
535,-0.95197,0.45468,0.96082,-0.31685,1.37297,0.80523,-0.97631,0.94156,-0.65253,0.52975,0.07987,0,1
536,1.09449,-0.61113,0.96082,-0.50212,0.73545,-0.30033,-1.27553,0.76096,-0.89891,-1.37983,-1.54858,0,0
537,0.49788,0.45468,0.96082,-0.31685,1.13281,-0.30033,-0.01928,0.59042,0.58489,0.19268,0.40148,0,0
538,1.09449,1.16365,0.96082,-0.31685,-1.32828,1.2861,-0.17779,0.59042,1.81175,-2.55524,-1.18084,1,0
539,1.09449,0.45468,0.96082,-0.31685,-1.05308,0.32197,-0.17779,-0.91699,0.12331,-1.37983,-1.54858,0,0
540,1.09449,0.45468,-0.28519,-1.10702,0.22393,0.80523,-0.01928,0.76096,0.41594,0.19268,0.07987,0,0
541,0.49788,-1.43719,0.96082,-0.31685,0.73545,0.80523,0.88309,-1.21213,-1.0145,0.19268,1.2247,1,1
542,-0.07854,0.45468,0.96082,-0.31685,0.82562,0.63779,-0.97631,-0.76096,0.25953,-0.21712,-0.21575,0,0
543,-0.95197,-1.7379,0.96082,-0.31685,1.23461,-0.57545,-0.71727,-0.76096,-1.0145,1.29221,-0.21575,0,1
544,0.49788,-0.05921,0.96082,-0.31685,1.60383,0.16767,-0.45174,0.59042,-0.78155,-0.71126,-0.21575,0,0
545,1.09449,-0.61113,-0.57009,-0.31685,-0.92104,-0.43999,0.88309,3.15735,-0.00665,-1.37983,-1.18084,0,1
546,-0.07854,1.16365,0.96082,-0.31685,-1.86962,-0.69509,-0.97631,-0.45321,2.04506,-1.37983,-0.84637,0,0
547,-0.95197,0.45468,0.96082,-0.31685,1.23461,-0.43999,0.14143,0.13136,-1.78169,0.52975,-1.18084,1,0
548,-0.07854,1.16365,-0.28519,-0.31685,-1.1943,1.11406,0.14143,-0.60633,-0.14277,-0.21712,-0.84637,0,1
549,-0.95197,0.45468,0.96082,-0.31685,-0.14882,-0.43999,-1.42424,0.76096,1.30612,-1.37983,-0.52593,0,1
550,0.49788,1.16365,0.96082,-0.31685,-0.79151,1.2861,0.14143,-1.07533,1.13407,-0.21712,1.2247,0,1
551,-0.95197,1.16365,0.96082,-0.31685,1.72012,-1.50796,-0.17779,0.76096,0.25953,-0.21712,-1.18084,0,0
552,-0.07854,1.16365,-0.28519,-0.22166,1.02119,-1.92173,-0.45174,-0.01729,0.41594,-0.71126,-2.07848,0,1
553,-0.07854,1.98437,0.96082,-0.31685,0.62967,0.47617,-0.45174,-0.01729,1.30612,0.52975,0.07987,0,0
554,1.09449,1.16365,0.96082,-0.31685,0.22393,-0.94779,-1.11902,-0.01729,0.93949,-0.71126,-1.18084,0,0
555,-0.95197,0.45468,0.96082,-0.31685,-0.14882,-0.30033,0.29338,-0.15487,0.25953,-1.37983,-0.52593,0,1
556,-0.07854,0.45468,0.96082,-0.31685,-1.69163,0.96248,-0.17779,1.45039,1.30612,-0.71126,-0.21575,0,0
557,-0.95197,0.45468,0.96082,-0.31685,-0.46725,-0.15487,-0.58331,0.94156,-0.14277,1.29221,1.2247,0,1
558,1.09449,0.45468,0.96082,-0.31685,-0.79151,0.00332,0.44585,0.28783,1.13407,0.19268,-0.52593,0,0
559,-0.95197,0.45468,0.96082,-0.31685,1.02119,0.16767,-0.71727,0.28783,0.41594,-0.71126,-0.52593,0,0
560,0.49788,0.45468,0.96082,-0.31685,0.62967,0.63779,0.44585,-1.07533,0.7583,-0.21712,-0.21575,0,1
561,0.49788,1.16365,0.96082,0.1144,2.61139,0.47617,-1.55521,-0.30172,1.46191,-0.21712,-0.84637,0,1
562,-0.07854,1.16365,0.96082,-0.31685,0.82562,0.32197,-0.58331,-1.772,-0.27607,0.19268,0.07987,0,1
563,1.09449,-0.61113,0.96082,-0.31685,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,1.86203,-0.84637,0,1
564,1.09449,1.16365,0.96082,-0.31685,0.31287,-0.80615,0.14143,0.59042,-0.78155,-0.71126,-0.84637,0,0
565,-0.95197,0.45468,0.96082,-0.31685,0.91093,1.11406,-0.97631,0.94156,0.58489,-1.37983,-1.18084,0,1
566,-0.95197,0.45468,0.96082,-0.31685,1.8399,0.63779,1.24033,-0.91699,-0.52745,-0.21712,0.07987,1,1
567,0.49788,1.16365,0.96082,-0.31685,1.02119,-0.80615,-0.17779,-0.30172,-0.00665,-0.21712,-0.21575,1,0
568,0.49788,1.98437,0.96082,-0.31685,-0.34799,0.80523,-0.17779,-0.91699,2.63199,-0.71126,-0.52593,0,0
569,0.49788,-0.05921,-0.09765,-0.31685,0.22393,1.11406,-1.11902,-1.772,-0.40581,0.52975,0.7654,0,0
570,-0.95197,1.16365,0.96082,-0.31685,-1.69163,1.93886,-0.17779,1.11406,1.81175,0.19268,0.7654,0,0
571,0.49788,-0.05921,0.96082,-0.31685,1.23461,-1.23177,-1.68062,-1.07533,-0.65253,1.86203,0.07987,1,1
572,1.82213,-0.61113,-0.57009,-0.31685,-0.92104,0.96248,0.44585,-0.60633,-0.40581,0.52975,-0.21575,0,1
573,0.49788,0.45468,0.96082,-0.31685,2.127,-1.50796,-1.82919,0.59042,-1.78169,-0.71126,-1.54858,0,1
574,0.49788,-1.7379,0.96082,-0.31685,-1.86962,0.80523,-1.55521,-0.45321,1.13407,-0.21712,0.07987,1,0
575,-0.07854,1.16365,0.96082,0.1144,0.82562,0.32197,0.14143,0.59042,0.93949,-0.71126,-0.52593,0,0
576,-0.07854,0.45468,0.96082,-0.31685,1.02119,0.80523,-0.71727,1.2861,-0.14277,-0.71126,-0.21575,0,1
577,1.09449,1.16365,0.96082,-0.31685,1.02119,-0.15487,0.29338,1.11406,1.46191,-1.37983,-1.54858,0,0
578,-0.95197,1.16365,0.96082,-0.31685,-0.14882,0.80523,0.58331,0.13136,0.7583,-0.21712,-0.21575,0,1
579,0.49788,-0.61113,0.96082,-0.31685,-1.1943,0.00332,-1.11902,-0.01729,-1.92173,1.86203,-0.21575,0,1
580,-0.95197,-0.61113,0.96082,-0.31685,-0.92104,1.58487,0.44585,-0.30172,-0.65253,0.88113,0.7654,1,1
581,0.49788,-0.05921,0.96082,-0.31685,0.31287,1.2861,1.65653,-0.30172,0.93949,0.52975,0.07987,0,0
582,-0.95197,-0.61113,-0.57009,-0.31685,0.62967,0.00332,-0.58331,0.43852,-0.40581,-0.21712,1.2247,0,1
583,-0.07854,0.45468,0.96082,-0.31685,-0.24649,0.16767,-0.31776,-1.21213,0.7583,1.29221,0.40148,1,0
584,-0.95197,-0.05921,0.96082,-0.31685,0.73545,-0.57545,1.24033,-1.07533,-0.27607,0.52975,0.40148,1,1
585,-0.95197,-0.61113,0.96082,-0.31685,0.31287,0.32197,-0.31776,0.76096,-1.78169,0.19268,0.7654,1,1
586,-0.07854,-1.7379,0.96082,-0.31685,-0.46725,1.58487,0.44585,0.94156,0.12331,-0.21712,0.07987,0,1
587,1.82213,-0.61113,-0.57009,-0.31685,-1.32828,-0.15487,0.29338,-0.91699,0.41594,0.52975,0.07987,0,1
588,0.49788,-2.43591,0.96082,-0.31685,-0.58016,0.00332,-0.58331,-0.60633,0.58489,-0.21712,0.40148,1,1
589,0.49788,0.45468,0.96082,-0.31685,0.41667,-0.43999,-0.31776,-1.6209,1.63088,-0.21712,-0.84637,0,0
590,0.49788,-0.05921,-0.57009,-0.31685,-2.75696,0.96248,0.14143,0.43852,2.04506,-0.71126,-0.21575,0,1
591,-0.07854,-0.05921,-0.28519,-0.22166,-0.05188,0.96248,-0.01928,0.59042,0.58489,0.19268,0.7654,1,1
592,0.49788,-1.7379,0.96082,-0.31685,-0.34799,-0.57545,-0.58331,-1.21213,-0.65253,1.29221,0.7654,1,1
593,1.09449,-0.05921,-0.28519,-0.31685,0.31287,0.16767,-0.45174,-1.34289,0.41594,-0.21712,0.7654,1,0
594,-0.95197,-1.7379,0.96082,-0.31685,-1.43907,0.80523,0.7233,0.94156,0.93949,0.52975,1.2247,1,1
595,1.82213,-0.05921,0.24923,-0.31685,-0.34799,-0.43999,-0.31776,-0.76096,0.58489,0.88113,1.2247,0,1
596,1.09449,-0.05921,-0.57009,-0.31685,0.04257,0.16767,-0.58331,0.43852,0.25953,-0.21712,-0.52593,0,1
597,-0.95197,-0.61113,0.96082,-0.31685,0.52135,-0.15487,0.29338,-0.01729,-0.89891,0.52975,0.40148,1,1
598,1.09449,1.16365,0.96082,-0.31685,0.73545,-0.57545,-0.58331,1.81866,0.12331,-0.71126,-1.18084,0,0
599,-0.95197,-0.61113,-0.57009,-0.31685,1.02119,1.11406,0.7233,0.13136,-1.0145,1.86203,1.2247,1,1
600,-0.95197,-0.61113,-0.57009,-0.31685,0.52135,-1.6334,-1.11902,-2.07848,0.58489,0.52975,1.2247,1,1
601,-0.95197,-0.61113,-0.57009,-0.31685,1.98437,-0.94779,0.7233,-0.60633,-1.0145,0.52975,0.7654,1,1
602,-0.07854,0.45468,-0.57009,-0.31685,-0.67825,-0.80615,-0.45174,-1.47955,0.12331,-0.71126,-0.21575,1,1
603,0.49788,-0.61113,-0.57009,-0.31685,0.41667,0.32197,0.29338,0.94156,0.41594,-0.71126,-0.52593,0,1
604,1.82213,1.16365,-0.57009,-0.31685,-2.52197,1.11406,1.88511,1.2861,-1.0145,-0.71126,-0.52593,0,1
605,-0.95197,0.45468,0.96082,-0.31685,-0.46725,0.00332,-1.11902,1.45039,-0.78155,-0.21712,1.2247,1,1
606,1.09449,-0.61113,-0.57009,-0.31685,-0.05188,0.00332,0.88309,2.03972,-0.14277,-0.71126,0.07987,1,1
607,-0.07854,0.45468,0.96082,-0.31685,-1.69163,1.2861,1.24033,0.13136,1.13407,0.52975,1.92173,1,1
608,1.82213,-0.05921,0.24923,-0.31685,1.23461,-0.80615,-1.42424,1.11406,-1.5184,1.86203,-0.21575,0,1
609,-0.07854,-0.61113,0.96082,-0.31685,-0.92104,0.96248,0.88309,0.13136,-0.65253,0.19268,1.92173,1,1
610,-0.07854,0.45468,0.96082,-0.31685,-0.67825,0.32197,-0.58331,1.2861,0.58489,0.52975,1.2247,1,1
611,0.49788,0.45468,0.96082,-0.31685,-1.1943,0.16767,-0.17779,-0.30172,-0.40581,-0.21712,-0.52593,1,1
612,-0.07854,1.16365,0.96082,-0.31685,1.98437,-0.30033,-0.31776,-1.6209,-0.65253,0.19268,0.07987,0,1
613,-0.07854,-2.43591,-0.57009,-0.31685,-0.24649,0.63779,-0.71727,-0.91699,0.25953,1.29221,-0.21575,0,1
614,0.49788,1.16365,0.96082,-0.31685,0.13606,-0.15487,-0.45174,0.76096,-0.27607,0.88113,1.2247,0,1
615,1.09449,-0.61113,-0.57009,-0.31685,1.02119,0.16767,-0.17779,-0.60633,-1.0145,1.29221,1.2247,0,1
616,1.09449,-0.05921,0.21128,-0.31685,-0.92104,1.2861,-0.31776,-0.60633,0.7583,-0.71126,0.07987,1,1
617,-0.07854,0.45468,0.96082,-0.31685,-0.05188,1.11406,0.88309,0.13136,-0.00665,0.52975,0.07987,0,1
618,1.82213,1.16365,0.96082,-0.31685,-0.67825,-0.94779,0.7233,-0.91699,0.58489,-1.37983,-0.84637,1,0
619,-0.95197,-1.22751,0.96082,-0.31685,0.52135,-1.37639,-0.45174,1.45039,-1.78169,1.29221,0.40148,1,1
620,0.49788,1.16365,0.96082,-0.31685,-0.92104,0.63779,-0.17779,-1.34289,0.25953,0.88113,0.40148,1,1
621,0.49788,1.16365,0.96082,-0.31685,-0.14882,0.47617,-0.31776,0.28783,1.63088,-0.71126,-1.54858,0,0
622,1.09449,1.16365,0.96082,-0.31685,-0.34799,0.00332,-0.45174,-0.30172,-1.38502,1.86203,-0.52593,0,0
623,0.49788,1.98437,0.96082,-0.31685,0.04257,0.00332,-1.27553,-0.01729,0.25953,-1.37983,-0.21575,0,0
624,0.49788,-0.05921,0.96082,-0.31685,-0.34799,-0.57545,-0.58331,-0.91699,0.25953,-0.71126,-1.54858,0,1
625,0.49788,0.45468,0.96082,-0.31685,-0.05188,-0.43999,-0.84732,-0.45321,0.41594,-0.21712,-0.21575,1,1
626,0.49788,1.98437,0.96082,-0.31685,-1.69163,-0.94779,-1.55521,1.81866,0.58489,-2.55524,-0.84637,1,1
627,-0.07854,1.98437,0.96082,-0.31685,1.23461,-1.09207,-1.27553,1.61108,0.25953,-1.37983,-1.54858,0,1
628,1.09449,1.98437,0.96082,-0.22166,-0.46725,0.47617,0.58331,0.28783,-0.14277,-0.21712,-2.07848,0,0
629,0.49788,1.98437,0.96082,-0.31685,0.52135,-0.30033,1.65653,0.28783,1.13407,-1.37983,-2.07848,0,1
630,-0.95197,0.45468,0.96082,-0.31685,0.41667,-0.15487,-0.31776,2.23427,1.13407,-1.37983,-0.52593,0,0
631,-0.95197,0.45468,0.96082,-0.31685,1.23461,-0.43999,-1.27553,-0.91699,0.7583,-1.37983,-2.07848,0,1
632,-0.07854,1.16365,0.96082,-0.31685,-0.67825,1.74091,0.44585,0.13136,0.25953,-0.71126,0.07987,0,1
633,0.49788,1.98437,0.96082,-0.31685,1.23461,0.16767,-0.01928,-1.07533,-0.65253,-0.21712,1.2247,0,1
634,0.49788,0.45468,0.96082,-0.31685,-0.79151,-0.30033,-0.17779,1.11406,-0.52745,-0.71126,0.07987,1,1
635,1.09449,0.45468,0.96082,-0.31685,-0.67825,0.32197,-0.45174,0.43852,-0.00665,0.19268,-0.21575,0,0
636,0.49788,-0.05921,0.24923,-0.31685,-0.34799,0.16767,-0.97631,0.76096,0.41594,-1.37983,-1.18084,0,0
637,-0.95197,0.45468,0.96082,-0.31685,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,-0.71126,0.07987,0,0
638,-0.07854,-1.7379,0.96082,-0.31685,-0.24649,1.74091,0.88309,1.2861,0.41594,0.52975,1.92173,1,1
639,1.09449,0.45468,0.96082,-0.31685,-0.14882,-0.69509,0.44585,0.13136,-0.14277,-0.21712,-0.52593,1,0
640,0.49788,1.16365,0.96082,-0.31685,-0.67825,0.96248,0.88309,2.23427,1.81175,-0.21712,0.40148,1,0
641,-0.07854,1.16365,0.96082,-1.10702,-1.05308,0.63779,-0.31776,1.2861,1.30612,-0.71126,0.40148,0,1
642,-0.07854,-0.61113,0.96082,-0.31685,0.22393,-0.30033,-1.68062,0.59042,-0.65253,-0.21712,0.07987,1,1
643,1.09449,0.45468,0.96082,-0.31685,0.04257,-0.30033,-0.31776,-0.76096,-0.40581,1.29221,-0.52593,1,0
644,-0.95197,0.45468,0.96082,-0.31685,-0.46725,-0.15487,-0.31776,-0.15487,0.7583,-0.21712,-0.52593,0,0
645,-0.95197,-0.61113,-0.57009,-0.31685,-1.43907,1.45421,1.06238,-1.6209,0.93949,-0.71126,0.40148,1,1
646,0.49788,1.16365,-0.57009,-0.31685,1.13281,0.16767,1.06238,2.03972,-1.0145,1.29221,1.92173,0,1
647,-0.07854,0.45468,0.96082,-0.31685,-0.14882,0.80523,-1.27553,-0.01729,2.04506,0.19268,-1.18084,0,1
648,1.09449,1.16365,0.96082,-0.31685,-0.46725,2.127,2.44904,1.61108,0.12331,1.29221,0.40148,0,1
649,-0.07854,1.16365,0.96082,-0.31685,0.62967,0.47617,0.44585,0.59042,-1.0145,0.19268,-1.18084,1,1
650,-0.95197,-0.61113,-0.09765,-0.31685,1.02119,1.2861,1.24033,-0.60633,-1.0145,0.19268,0.40148,1,1
651,-0.95197,-0.61113,-0.57009,-0.31685,-0.67825,0.63779,-0.01928,0.13136,-0.00665,1.29221,0.40148,1,1
652,0.49788,-1.7379,0.96082,-0.31685,-0.34799,0.96248,-0.71727,0.43852,1.13407,-0.71126,-0.84637,0,0
653,-0.07854,1.16365,-0.28519,0.1144,-0.46725,1.74091,-0.45174,-0.15487,-1.0145,0.52975,0.7654,1,1
654,1.09449,-0.61113,0.24923,-0.31685,1.23461,-0.57545,0.29338,-1.21213,-1.13788,1.29221,0.40148,1,1
655,1.09449,-0.05921,0.96082,-0.31685,1.13281,-1.37639,1.43533,-0.45321,-1.38502,1.86203,1.92173,1,1
656,-0.95197,1.16365,0.96082,-0.31685,0.62967,0.16767,0.44585,-0.30172,-0.52745,0.88113,0.07987,1,1
657,-0.07854,1.98437,0.21128,-0.31685,-0.79151,1.45421,1.88511,-0.91699,-0.40581,1.29221,0.40148,1,1
658,-0.07854,1.16365,0.96082,-1.10702,-1.32828,0.47617,-0.01928,1.11406,0.12331,-1.37983,-1.54858,0,0
659,-0.95197,0.45468,0.96082,-0.31685,-0.24649,-1.09207,-0.71727,-0.15487,1.46191,-1.37983,-0.84637,0,1
660,-0.07854,0.45468,0.96082,-0.31685,0.04257,0.16767,0.29338,2.03972,1.81175,0.52975,-1.18084,0,1
661,-0.07854,1.98437,0.96082,-0.31685,1.23461,-1.23177,-0.31776,-1.34289,-1.38502,-0.21712,-0.52593,0,1
662,-0.95197,0.45468,0.96082,-0.31685,-0.34799,-0.43999,0.58331,0.28783,-0.52745,0.52975,0.7654,1,1
663,-0.07854,1.98437,0.96082,-0.31685,1.13281,-0.43999,0.14143,0.28783,-0.27607,-0.71126,-0.21575,0,1
664,-0.95197,-1.22751,0.96082,-0.31685,-2.05048,-0.30033,0.14143,-0.15487,-0.89891,0.88113,0.40148,1,1
665,0.49788,-0.61113,0.96082,-0.31685,0.91093,-0.69509,1.24033,-0.30172,0.25953,-0.21712,0.07987,1,1
666,1.09449,0.45468,0.96082,-0.31685,-1.69163,2.127,0.14143,0.28783,-0.40581,0.19268,-0.21575,1,1
667,-0.07854,-0.61113,0.96082,-0.31685,-0.58016,0.96248,0.44585,-0.30172,-0.14277,0.19268,0.7654,1,1
668,-0.95197,-0.05921,0.96082,-0.31685,-0.34799,0.16767,-0.45174,-0.76096,-0.40581,-2.55524,-0.52593,1,1
669,0.49788,-0.05921,0.96082,-0.31685,-0.46725,0.80523,-0.01928,-0.60633,0.12331,0.88113,1.2247,1,1
